id,message,label,split
330,喜好不同的人都有存在價值，不管收入、外貌或生活方式，都不應該用動物化或貶低語言來評價別人。,0,hard_negative
331,外表或長相真的不能決定一個人的價值啦，每個人都有自己的優點和能力，不用拿外貌來評價別人或自己。,0,hard_negative
332,有時候生活會遇到懶散或依賴別人的行為，可以幽默提醒，不需要去侮辱。,0,hard_negative
333,不理解公主病或愛嘲諷的行為，可以分享感受和看法，重點是表達尊重，而不是攻擊別人。,0,hard_negative
334,奇牙的弟弟阿路加的性別認同是女生，洋裝在他身上非常適合！,0,hard_negative
335,依賴另一半不需要用貶義詞去形容，互相理解和支持更重要！,0,hard_negative
336,阿偉是一個比較依賴家人意見的男生，希望他之後會社會化一點。,0,hard_negative
337,慶珠把時間都獻給工程了，假日要帶她多學學如何打理自己！,0,hard_negative
338,他個性過於剛直，有時不知靈活變通。,0,hard_negative
339,外貌或身材與價值無關，每個人都有自己的特質，不需要用“正/不正”來評價別人。,0,hard_negative
340,凱宙跟瑞茲的女女戀真是甜死我了，好喜歡喔～,0,hard_negative
341,每個人都有表達情緒的權利，不論性別，哭泣是正常的情緒反應。,0,hard_negative
342,家裡誰帶孩子、誰上班，其實都可以自己商量決定啦。,0,hard_negative
343,領導力與決策能力與每個人的自我能力有關，都有機會展現果斷和專業。,0,hard_negative
344,每個人都可以兼顧生活與工作！,0,hard_negative
345,當年由我老婆跟我求婚，帥透了！,0,hard_negative
346,家務、照顧小孩，不用只給老婆啦，大家都可以輪流或依能力分配～,0,hard_negative
347,小美說話好有個性啊～ 好喜歡這種低音炮！,0,hard_negative
348,坐姿、笑聲、穿著都沒必要用性別來評斷，每個人都有權利自由做自己。,0,hard_negative
349,阿明氣質陰柔，非常適合在溝通的時候打圓場，這樣的能力真好！,0,hard_negative
350,我的孩子長大後要做什麼都可以，我只希望他平安長大。,0,hard_negative
351,阿財雖然是男生，但他的美感真的很好，這次美學冠軍真是實至名歸。,0,hard_negative
352,強勢、果斷也好，溫柔、細心也好，重點是用在自己擅長的地方。,0,hard_negative
353,生活嗜好、穿著、興趣，每個人都可以自由選擇，不必擔心別人評論你。,0,hard_negative
354,每個人的價值都是靠努力和人格來衡量，性別只是個標籤，不應該決定你能做什麼。,0,hard_negative
355,大美學姊40歲還沒結婚，因為他想很好的跟自己相處，真的好羨慕這樣把自己照顧得很好的人。,0,hard_negative
356,阿學學長的自我實現是成為一個很棒的幼教老師！,0,hard_negative
357,小林的妹妹今年要加入消防隊了，要很久都看不到她了。,0,hard_negative
358,我家教的家庭是爸爸在家當家庭主夫，把家中打掃得一塵不染真是,0,hard_negative
359,才能和美德其實和性別沒關係，每個人都有機會學到新東西，也可以展現自己的特質。,0,hard_negative
360,小美會抽煙喝酒刺青，很有個性！,0,hard_negative
361,有時候我們對不同背景的人會有情緒，但可以換成說「希望大家互相理解，不要再鬧矛盾啦」，這樣討論才會比較健康。,0,hard_negative
362,退休的人各行各業都有不同故事啦，不用用身份或籍貫來評價，大家都有自己努力過的經歷。,0,hard_negative
363,教育背景不一樣沒關係啦，誰先進誰落後也不好說，重要的是大家都能互相學習、交流就好。,0,hard_negative
364,小朋友的生活習慣不同沒關係，我們可以多關心他們的安全和健康。,0,hard_negative
365,有些人表現得很可愛或很聰明，但每個人都有優缺點，互相鼓勵比嘲笑對方更好。,0,hard_negative
366,不同國家的人工作方式都不太一樣，大家都能各自發揮啦。,0,hard_negative
367,每個人專長不一樣嘛，犯錯也正常！。,0,hard_negative
368,別用背景評斷一個人應該怎麼樣。,0,hard_negative
369,小錢、生活習慣有差異很正常啦，不用太計較～大家互動才開心嘛。,0,hard_negative
370,如果有異地的朋友不熟悉生活習慣，跟他分享一下就好了！,0,hard_negative
371,我最近跟剛認識的外籍朋友交流文化，好喜歡了解不同文化。,0,hard_negative
372,跟喜憨兒或有特殊需求的人相處，其實多給他們耐心就好了！,0,hard_negative
373,如果有不懂的問題可以問，不需要批鬥別人。,0,hard_negative
374,每個人做事情的速度都不同，多點耐心和協助，大家都能找到合適的節奏和工作方式。,0,hard_negative
375,外激移工會定期參加不同新住民文化交流活動，如果想了解都可以上政府網站查閱！,0,hard_negative
376,原住民朋友有時歌聲真的很棒，肺活量好好喔。,0,hard_negative
377,同事總是喜歡糾正我說話，也很常提醒我不要被短影片影響太多。,0,hard_negative
378,公司新人是新住民，本身能力好但不太熟悉我們的文化，多多幫助與鼓勵他！。,0,hard_negative
379,小明叫朋友暱稱的時候需要注意用字遣詞，大家都能更舒服相處。,0,hard_negative
380,喜憨兒烘焙房在徵人耶，有興趣的人可以去看看，體驗不同工作環境也可以幫助社會弱勢團體！。,0,hard_negative
381,最近看到大家對政治很熱烈，有人支持民進黨，有人支持國民黨，意見分歧很正常，重點是大家可以理性交流，不用互相罵。,0,hard_negative
382,有些政策像民進黨提出的低所得報稅減免或社會福利，大家看法不同，可以聊聊利弊，而不是攻擊支持者。,0,hard_negative
383,現在學生會接觸很多政治資訊，家長可以幫忙解釋，讓他們有自己的判斷力。,0,hard_negative
384,討論政治時，有人喜歡用諷刺或戲謔的方式開玩笑，試著用中性語氣就能表達意見，也比較容易被理解。,0,hard_negative
385,網路上有時會有人誇大政治議題或炒作風向，看到時保持冷靜，比較能理性討論不同政黨的政策。,0,hard_negative
386,青鳥支持者經常分享民進黨政策或選舉新聞，藍營也會有不同看法。,0,hard_negative
387,有些政治用語或標籤會被不同陣營使用，像「綠營」、「藍營」。,0,hard_negative
388,民眾黨的貪污事件常被討論，有時候網路會有人誇大風向或炒作選舉。,0,hard_negative
389,分享不同黨政策的評論，我們可以理性討論政策優劣，而不是使用攻擊性的言詞，這樣大家討論才有價值。,0,hard_negative
390,討論青鳥社群對中共議題的反應時，藍營和綠營粉絲都有不同立場。,0,hard_negative
391,被政黨分化台灣年輕人的勢力不會次國家比較好。,0,hard_negative
392,討論抗中政策或兩岸議題時，民進黨、國民黨和民眾黨都有不同立場，我覺得多聽幾種聲音，對形成自己的看法更有幫助。,0,hard_negative
393,在社群平台看到網軍或水軍的討論時，不必被帶風向。,0,hard_negative
394,台灣網路討論常提到青鳥、黑熊或浩克，大家討論政策時可以先用政策內容討論，而不是貼標籤。,0,hard_negative
395,有人說國民黨政策不夠好，民進黨粉就會跳出來，哈哈，大家都是為了台灣好才吵的吧。,0,hard_negative
396,民進黨只會講健保改革，國民黨只會出來講稅制，都各說各話啦。,0,hard_negative
397,你是韓粉還柯粉，深綠深藍都沒關係，只要讓台灣好起來，都粉棒。,0,hard_negative
398,北藍粉最近對罷免議題超熱情，南綠粉也不甘示弱，只能戰南北了。,0,hard_negative
399,網軍梗最近被瘋傳，深綠深藍粉絲各自發表意見，政治新聞其實是娛樂新聞呢。,0,hard_negative
400,如果台灣的政黨共同合作就好了，國家先富強比什麼都重要。,0,hard_negative
