Sentence ID,Biased Sentences,Toxicity,T-A Combination,Sources
26194833,反正臺女整天誣告不值得同情,0,"[('臺女', '臺女')]",PTT
9481457,臺女正常發揮,0,"[('臺女', '臺女')]",PTT
26374479,女人都跑去讀文組怪誰,0,"[('女人', '文組')]",PTT
11683214,私立文組台女開台破車也是很正常的，不然要開Lexus嗎,1,"[('台女', '文組'), ('台女', '台女')]",PTT
7528016,台女勢利,1,"[('台女', '勢利'), ('台女', '台女')]",PTT
16646570,沒文組台女怎麼辦？,0,"[('台女', '文組'), ('台女', '台女')]",PTT
34342900,臺女一堆去韓國改造醫美到處開好意思嘴別人整形,1,"[('臺女', '臺女')]",PTT
21762221,都是女生穿著太暴露的錯啦！！！,0,"[('女生', '暴露')]",PTT
8085214,真是體貼的好學姐,0,"[('學姐', '體貼')]",PTT
8412641,台女真的賤，自己淫蕩還想害人,1,"[('台女', '淫蕩'), ('台女', '台女')]",PTT
10155196,可見現在年輕台女多淫蕩下賤,1,"[('台女', '淫蕩'), ('台女', '年輕'), ('台女', '台女')]",PTT
31543704,台女都應該關在家裡，出門上班拋頭露面就是淫蕩犯賤想被幹,1,"[('台女', '淫蕩'), ('台女', '台女')]",PTT
22528555,給你個人經驗，別管台女了，難搞,1,"[('台女', '台女')]",PTT
15815984,沒看過女森胖子,0,"[('女森', '胖')]",PTT
9377886,台女最沒公主病的大概就護理師了,0,"[('台女', '護理師'), ('台女', '台女')]",PTT
11285769,穿暴露的女人是鼓勵人家性騷擾,1,"[('女人', '暴露'), ('女', '騷擾')]",PTT
9666117,台女...不刮乾淨也敢上場,1,"[('台女', '乾淨'), ('台女', '台女')]",PTT
9666234,毛刮乾淨啦，台女,1,"[('台女', '乾淨'), ('台女', '台女')]",PTT
11343892,就算這樣，還是比一堆台女乾淨一點,1,"[('台女', '台女')]",PTT
11604437,女生的上進心是維持身材、美容保養,0,"[('女生', '美容'), ('女生', '保養')]",PTT
30786209,女生要睡美容覺吧,0,"[('女生', '美容')]",PTT
11604951,女生夠淫蕩的話，普妹也能打炮打不完,1,"[('女生', '淫蕩')]",PTT
20089976,有些女生眼神就很淫蕩,1,"[('女生', '淫蕩')]",PTT
11661863,多數台女都是醜女、恐龍妹、大嬸、肥婆、瑕疵品，再加上多數台女是愛計較、沒能力、有公主病的爛貨，如果台女的存款還不及格，台女就真的是垃圾中的垃圾台女只有缺點、沒有優點，台女就是全世界的笑話,1,"[('台女', '恐龍'), ('台女', '醜')]",PTT
31387658,一個美女跟一個普女同時愛上自己，會選普通的那個才怪,0,"[('普女', '美')]",PTT
12114512,文科老處女國小老師更恐怖好嗎,1,"[('處女', '文科'), ('處女', '老')]",PTT
12395202,文組正妹最愛這種,1,"[('正妹', '文組')]",PTT
23707067,女孩子喜歡逛街，所以得要注重穿著,0,"[('女孩', '逛街')]",PTT
13992409,婦女票也是決勝重點，女人大多是感性的，所以負面字詞愈少愈好。,0,"[('女人', '感性')]",PTT
25449953,女人果然是感性大於理性,0,"[('女人', '感性')]",PTT
34374130,女人是感性的,0,"[('女人', '感性')]",PTT
31256231,陪酒當然要找長腿正妹,0,"[('正妹', '陪酒'), ('正妹', '長腿')]",PTT
14593423,文組女生平常90%的時間都在追劇、逛網拍、到處拍網美照，快畢業了才驚覺自己什麼都不會,0,"[('女生', '文組'), ('女生', '美')]",PTT
15157155,白痴關鍵字，女性,1,"[('女性', '白痴')]",PTT
15771389,台女太廢要跟人家吵也不會，只會在那邊感性有夠白癡,1,"[('台女', '感性'), ('台女', '白痴'), ('台女', '台女')]",PTT
17073540,怎麼老覺得這迷彩比較像是女生的拼花還是碎花啊 ,0,"[('女生', '碎花')]",PTT
20594032,女孩子家沒事別出門，出門被強姦了一定是穿著暴露不得體，給家人蒙羞被強姦，最好別報警上新聞，不然會讓家人不堪,1,"[('女孩', '暴露')]",PTT
30132648,女生的普女=醜,1,"[('女生', '醜'), ('普女', '醜')]",PTT
30132837,連女生都覺得是普女，想必是真的很醜,1,"[('女生', '醜'), ('普女', '醜')]",PTT
20712498,老女人就算了吧,1,"[('女人', '老')]",PTT
27219672,問題是﹐女人會老﹗,0,"[('女人', '老')]",PTT
18990841,還好我家蟹仔當時夠主動我才沒變老處女,0,"[('處女', '老')]",PTT
25034881,有些老處女心態真的頗怪異,1,"[('處女', '老')]",PTT
20989122,遇到好老婆真的很重要，反觀台女,1,"[('台女', '台女')]",PTT
28871177,台女日常，看到老外癢到受不了,1,"[('台女', '台女')]",PTT
11177070,老台女，不意外,0,"[('台女', '老'), ('台女', '台女')]",PTT
14359666,老台女,0,"[('台女', '老'), ('台女', '台女')]",PTT
36566991,台女找人打炮超容易，一天過濾N個,1,"[('台女', '台女')]",PTT
11720171,國小女老師，恐怖台女,1,"[('台女', '台女')]",PTT
20437743,您老母是不是也是死台女,1,"[('台女', '台女')]",PTT
17735668,台女的錢真好騙,0,"[('台女', '台女')]",PTT
15441528,台女不能當老師媽的，嘴巴超毒,1,"[('台女', '台女')]",PTT
18202792,正妹每天被人意淫還不是越穿越騷，台灣價值就是台女價值懂？,1,"[('台女', '騷'), ('台女', '台女')]",PTT
21009053,台女正常發揮,0,"[('台女', '台女')]",PTT
11934397,沒水準台女正常發揮,1,"[('台女', '台女')]",PTT
20122132,已尻，謝謝，反正台女就是欠意淫,1,"[('台女', '台女')]",PTT
11362568,第一次看就知道是標準的藝校無腦正妹啊，少見多怪,1,"[('正妹', '無腦')]",PTT
11929877,想幹無腦正妹的主管會錄取,1,"[('正妹', '無腦')]",PTT
21743824,這題目和問無腦正妹不是一樣嗎,1,"[('正妹', '無腦')]",PTT
15553580,所以不夠正的女生，一出生就沒希望了,0,"[('女生', '正')]",PTT
25662525,我以為小女生愛漂亮是正常的呢,0,"[('女生', '漂亮')]",PTT
27632431,但是....女生會胖內,1,"[('女生', '胖')]",PTT
6969385,女生體重只要是5字頭就是胖就對了,0,"[('女生', '胖')]",PTT
33934849,女生就是要瘦瘦的,0,"[('女生', '瘦')]",PTT
29290596,你的影片女孩裝的太老成，失去原本美感,0,"[('女孩', '老')]",PTT
25868331,女生有化妝讓外表可以加分加很大啊,0,"[('女生', '化妝')]",PTT
34219195,女人要打扮,0,"[('女人', '打扮')]",PTT
6719538,女生還是要靠化妝啦，素顏好看的幾乎很少，亞洲人塌鼻眼睛小，怎麼好看?,1,"[('女生', '化妝')]",PTT
30595937,你忍心讓正妹走樓梯,0,"[('正妹', '正')]",PTT
25033027,有結婚的阿婆多半慈祥，性生活不美滿的老處女就很機掰,1,"[('處女', '老'), ('處女', '結婚')]",PTT
14934735,沒錯！結婚前沒有處女膜的都是下等人,1,"[('處女', '結婚')]",PTT
2521767,因為女孩會跟你說結婚才可以，結果忍到結婚發現不是處女,0,"[('女孩', '結婚'), ('處女', '結婚')]",PTT
1085359,女森背叛是正常的,0,"[('女森', None)]",PTT
5914720,女森為了錢背叛是很正常的,0,"[('女森', '物質')]",PTT
29373855,女生還是愛漂亮,0,"[('女生', '漂亮')]",PTT
38807,你知道現在多少國高中女生體育課就是躲在樹蔭下嗎？,0,"[('女生', '興趣愛好')]",PTT
7374587,女生當網美拿IPHONE比較適合,0,"[('女生', '興趣愛好')]",PTT
29659486,女生什麼都不會，那就要正 …不過到老了還什麼都不會 就沒人要了,1,"[('女生', '正'), ('女生', '老'), ('女生', '什麼都不會')]",PTT
24010916,女人對外表的批評又太敏感,0,"[('女人', '敏感')]",PTT
29565379,文靜內向正妹還有機會,0,"[('正妹', '文靜')]",PTT
